Mercedes-Benz,GLK-Klasse,213822,2010,2143,125170,13699
Mercedes-Benz,GLK-Klasse,210000,2010,2143,125170,13750
Mercedes-Benz,GLK-Klasse,184000,2009,2987,165224,13800
Mercedes-Benz,GLK-Klasse,283000,2009,2987,165224,13800
Mercedes-Benz,GLK-Klasse,220000,2008,2987,165224,13850
Mercedes-Benz,GLK-Klasse,231000,2008,2987,165224,13850
Mercedes-Benz,GLK-Klasse,261000,2010,2143,125170,13890
Mercedes-Benz,GLK-Klasse,249999,2009,2987,165224,13900
Mercedes-Benz,GLK-Klasse,196100,2008,2987,165224,13900
Mercedes-Benz,GLK-Klasse,190000,2010,2143,125170,13900
Mercedes-Benz,GLK-Klasse,197600,2008,2987,165224,13900
Mercedes-Benz,GLK-Klasse,218188,2010,2143,125170,13900
Mercedes-Benz,GLK-Klasse,197260,2008,2987,165224,13950
Mercedes-Benz,GLK-Klasse,236000,2009,2143,125170,13990
Mercedes-Benz,GL-Klasse,144836,2011,2987,195265,30200
Mercedes-Benz,GL-Klasse,29600,2015,2987,190258,69990
Mercedes-Benz,GL-Klasse,57000,2013,5461,410557,79900
Mercedes-Benz,GL-Klasse,999999,2007,3996,225306,8500
Mercedes-Benz,GL-Klasse,256000,2007,4663,250340,11600
Mercedes-Benz,GL-Klasse,356400,2007,2987,165224,12490
Mercedes-Benz,GL-Klasse,207200,2012,3000,195265,12500
Mercedes-Benz,GL-Klasse,242000,2007,2987,165224,12900
Mercedes-Benz,GL-Klasse,450000,2007,2987,165224,13490
Mercedes-Benz,GL-Klasse,192372,2007,3996,225306,13500
Mercedes-Benz,GL-Klasse,246000,2007,2987,165224,13900
Mercedes-Benz,GL-Klasse,190000,2007,4663,250340,13990
Mercedes-Benz,GL-Klasse,246600,2007,3996,225306,14200
Mercedes-Benz,GL-Klasse,248563,2007,2987,165224,14200
Mercedes-Benz,GL-Klasse,187790,2007,4663,250340,14300
Mercedes-Benz,GL-Klasse,275000,2007,3996,225306,14300
Mercedes-Benz,GL-Klasse,258000,2007,2987,165224,14450
Mercedes-Benz,GL-Klasse,371000,2007,3996,225306,14490
Mercedes-Benz,GL-Klasse,283900,2007,3996,225306,14499
Mercedes-Benz,GL-Klasse,227000,2007,3996,225306,14900
Mercedes-Benz,GL-Klasse,271143,2007,2987,165224,14990
